,Consequent,Antecedent,Supp,Conf,Lift,Consequent_
4790,high_SL,"('very good_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,1.0,2.061, Satisfaction_Level:high 
4786,high_SL,"('very good_LE', '3_T', 'low_S', 'N_L')",0.06,1.0,2.061, Satisfaction_Level:high 
4783,high_SL,"('very good_LE', '3_T', 'low_S', 'N_L', 'N_P')",0.059,1.0,2.061, Satisfaction_Level:high 
4779,high_SL,"('very good_LE', '3_T', 'low_S', 'N_L', 'N_WA')",0.05,1.0,2.061, Satisfaction_Level:high 
4771,high_SL,"('very good_LE', '3_T', 'medium_S')",0.057,1.0,2.061, Satisfaction_Level:high 
4769,high_SL,"('very good_LE', '3_T', 'medium_S', 'N_P')",0.055,1.0,2.061, Satisfaction_Level:high 
4766,high_SL,"('very good_LE', '3_T', 'medium_S', 'N_L')",0.057,1.0,2.061, Satisfaction_Level:high 
4763,high_SL,"('very good_LE', '3_T', 'medium_S', 'N_L', 'N_P')",0.055,1.0,2.061, Satisfaction_Level:high 
4091,high_SL,"('0_D', 'very good_LE', 'intensive_H', 'N_P')",0.055,1.0,2.061, Satisfaction_Level:high 
4094,high_SL,"('0_D', 'very good_LE', 'intensive_H')",0.057,1.0,2.061, Satisfaction_Level:high 
4099,high_SL,"('0_D', 'very good_LE', 'N_L', 'N_WA', 'N_P')",0.063,1.0,2.061, Satisfaction_Level:high 
4888,high_SL,"('very good_LE', '3_T', 'N_P')",0.126,1.0,2.061, Satisfaction_Level:high 
3749,high_SL,"('3_NP', 'very good_LE', 'N_P')",0.1,1.0,2.061, Satisfaction_Level:high 
4885,high_SL,"('very good_LE', '3_T', 'N_WA')",0.109,1.0,2.061, Satisfaction_Level:high 
3746,high_SL,"('3_NP', 'very good_LE', 'N_WA')",0.085,1.0,2.061, Satisfaction_Level:high 
4843,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_L', 'N_WA')",0.053,1.0,2.061, Satisfaction_Level:high 
3710,high_SL,"('3_NP', 'very good_LE', 'standard_H', 'N_L', 'N_P')",0.05,1.0,2.061, Satisfaction_Level:high 
4850,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_L')",0.064,1.0,2.061, Satisfaction_Level:high 
3714,high_SL,"('3_NP', 'very good_LE', 'standard_H', 'N_L')",0.051,1.0,2.061, Satisfaction_Level:high 
4854,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_WA', 'N_P')",0.052,1.0,2.061, Satisfaction_Level:high 
4857,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_WA')",0.054,1.0,2.061, Satisfaction_Level:high 
4860,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_P')",0.063,1.0,2.061, Satisfaction_Level:high 
4862,high_SL,"('very good_LE', '3_T', 'intensive_H')",0.065,1.0,2.061, Satisfaction_Level:high 
4839,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_L', 'N_WA', 'N_P')",0.052,1.0,2.061, Satisfaction_Level:high 
4867,high_SL,"('very good_LE', '3_T', 'N_L', 'N_WA', 'N_P')",0.105,1.0,2.061, Satisfaction_Level:high 
3718,high_SL,"('3_NP', 'very good_LE', 'standard_H', 'N_P')",0.051,1.0,2.061, Satisfaction_Level:high 
3721,high_SL,"('3_NP', 'very good_LE', 'standard_H')",0.052,1.0,2.061, Satisfaction_Level:high 
4871,high_SL,"('very good_LE', '3_T', 'N_L', 'N_WA')",0.108,1.0,2.061, Satisfaction_Level:high 
3723,high_SL,"('3_NP', 'very good_LE', 'intensive_H')",0.051,1.0,2.061, Satisfaction_Level:high 
4875,high_SL,"('very good_LE', '3_T', 'N_L', 'N_P')",0.125,1.0,2.061, Satisfaction_Level:high 
3728,high_SL,"('3_NP', 'very good_LE', 'N_L', 'N_WA', 'N_P')",0.082,1.0,2.061, Satisfaction_Level:high 
3732,high_SL,"('3_NP', 'very good_LE', 'N_L', 'N_WA')",0.084,1.0,2.061, Satisfaction_Level:high 
3736,high_SL,"('3_NP', 'very good_LE', 'N_L', 'N_P')",0.099,1.0,2.061, Satisfaction_Level:high 
4878,high_SL,"('very good_LE', '3_T', 'N_L')",0.129,1.0,2.061, Satisfaction_Level:high 
3739,high_SL,"('3_NP', 'very good_LE', 'N_L')",0.101,1.0,2.061, Satisfaction_Level:high 
4882,high_SL,"('very good_LE', '3_T', 'N_WA', 'N_P')",0.106,1.0,2.061, Satisfaction_Level:high 
4834,high_SL,"('very good_LE', '3_T', 'standard_H')",0.065,1.0,2.061, Satisfaction_Level:high 
3743,high_SL,"('3_NP', 'very good_LE', 'N_WA', 'N_P')",0.084,1.0,2.061, Satisfaction_Level:high 
4103,high_SL,"('0_D', 'very good_LE', 'N_L', 'N_WA')",0.066,1.0,2.061, Satisfaction_Level:high 
453,high_SL,"('2_D', 'very good_LE', 'N_P')",0.05,1.0,2.061, Satisfaction_Level:high 
4847,high_SL,"('very good_LE', '3_T', 'intensive_H', 'N_L', 'N_P')",0.062,1.0,2.061, Satisfaction_Level:high 
4374,high_SL,"('4_NP', 'very good_LE', 'medium_S', 'N_P')",0.051,1.0,2.061, Satisfaction_Level:high 
4376,high_SL,"('4_NP', 'very good_LE', 'medium_S')",0.053,1.0,2.061, Satisfaction_Level:high 
4441,high_SL,"('4_NP', 'very good_LE', 'N_P')",0.119,1.0,2.061, Satisfaction_Level:high 
4960,high_SL,"('very good_LE', 'medium_S', 'standard_H', 'N_P')",0.059,1.0,2.061, Satisfaction_Level:high 
4381,high_SL,"('4_NP', 'very good_LE', 'low_S', 'N_WA', 'N_P')",0.051,1.0,2.061, Satisfaction_Level:high 
4438,high_SL,"('4_NP', 'very good_LE', 'N_WA')",0.105,1.0,2.061, Satisfaction_Level:high 
4435,high_SL,"('4_NP', 'very good_LE', 'N_WA', 'N_P')",0.101,1.0,2.061, Satisfaction_Level:high 
4384,high_SL,"('4_NP', 'very good_LE', 'low_S', 'N_WA')",0.051,1.0,2.061, Satisfaction_Level:high 
4954,high_SL,"('very good_LE', 'medium_S', 'standard_H', 'N_L')",0.06,1.0,2.061, Satisfaction_Level:high 
4388,high_SL,"('4_NP', 'very good_LE', 'low_S', 'N_P')",0.06,1.0,2.061, Satisfaction_Level:high 
4431,high_SL,"('4_NP', 'very good_LE', 'N_L')",0.105,1.0,2.061, Satisfaction_Level:high 
4428,high_SL,"('4_NP', 'very good_LE', 'N_L', 'N_P')",0.101,1.0,2.061, Satisfaction_Level:high 
4951,high_SL,"('very good_LE', 'medium_S', 'standard_H', 'N_L', 'N_P')",0.059,1.0,2.061, Satisfaction_Level:high 
4390,high_SL,"('4_NP', 'very good_LE', 'low_S')",0.061,1.0,2.061, Satisfaction_Level:high 
4424,high_SL,"('4_NP', 'very good_LE', 'N_L', 'N_WA')",0.087,1.0,2.061, Satisfaction_Level:high 
4395,high_SL,"('4_NP', 'very good_LE', 'intensive_H', 'N_L', 'N_P')",0.054,1.0,2.061, Satisfaction_Level:high 
4110,high_SL,"('0_D', 'very good_LE', 'N_L')",0.079,1.0,2.061, Satisfaction_Level:high 
4399,high_SL,"('4_NP', 'very good_LE', 'intensive_H', 'N_L')",0.056,1.0,2.061, Satisfaction_Level:high 
4404,high_SL,"('4_NP', 'very good_LE', 'intensive_H', 'N_WA', 'N_P')",0.061,1.0,2.061, Satisfaction_Level:high 
4408,high_SL,"('4_NP', 'very good_LE', 'intensive_H', 'N_WA')",0.063,1.0,2.061, Satisfaction_Level:high 
4412,high_SL,"('4_NP', 'very good_LE', 'intensive_H', 'N_P')",0.072,1.0,2.061, Satisfaction_Level:high 
4415,high_SL,"('4_NP', 'very good_LE', 'intensive_H')",0.074,1.0,2.061, Satisfaction_Level:high 
4947,high_SL,"('very good_LE', 'medium_S', 'standard_H', 'N_L', 'N_WA')",0.05,1.0,2.061, Satisfaction_Level:high 
4957,high_SL,"('very good_LE', 'medium_S', 'standard_H', 'N_WA')",0.051,1.0,2.061, Satisfaction_Level:high 
4370,high_SL,"('4_NP', 'very good_LE', '3_T')",0.05,1.0,2.061, Satisfaction_Level:high 
5093,high_SL,"('very good_LE', 'low_S', 'standard_H')",0.063,1.0,2.061, Satisfaction_Level:high 
4114,high_SL,"('0_D', 'very good_LE', 'N_WA', 'N_P')",0.077,1.0,2.061, Satisfaction_Level:high 
4443,high_SL,"('4_NP', 'very good_LE')",0.123,1.0,2.061, Satisfaction_Level:high 
4117,high_SL,"('0_D', 'very good_LE', 'N_WA')",0.079,1.0,2.061, Satisfaction_Level:high 
4420,high_SL,"('4_NP', 'very good_LE', 'N_L', 'N_WA', 'N_P')",0.084,1.0,2.061, Satisfaction_Level:high 
4122,high_SL,"('0_D', 'very good_LE')",0.093,1.0,2.061, Satisfaction_Level:high 
4368,high_SL,"('4_NP', 'very good_LE', '3_T', 'N_L')",0.05,1.0,2.061, Satisfaction_Level:high 
4120,high_SL,"('0_D', 'very good_LE', 'N_P')",0.089,1.0,2.061, Satisfaction_Level:high 
731,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.053,1.0,2.009, Average_Montly_Hours:standard 
775,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.082,1.0,2.009, Average_Montly_Hours:standard 
738,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.053,1.0,2.009, Average_Montly_Hours:standard 
723,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.051,1.0,2.009, Average_Montly_Hours:standard 
795,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T')",0.086,1.0,2.009, Average_Montly_Hours:standard 
715,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,1.0,2.009, Average_Montly_Hours:standard 
789,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.086,1.0,2.009, Average_Montly_Hours:standard 
782,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.082,1.0,2.009, Average_Montly_Hours:standard 
981,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_WA')",0.082,0.999,2.007, Average_Montly_Hours:standard 
992,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T')",0.086,0.999,2.007, Average_Montly_Hours:standard 
975,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.082,0.999,2.007, Average_Montly_Hours:standard 
987,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_P')",0.086,0.999,2.007, Average_Montly_Hours:standard 
1469,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.085,0.998,2.006, Average_Montly_Hours:standard 
1463,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.085,0.998,2.006, Average_Montly_Hours:standard 
1418,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.052,0.999,2.006, Average_Montly_Hours:standard 
937,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.053,0.999,2.006, Average_Montly_Hours:standard 
923,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.999,2.006, Average_Montly_Hours:standard 
1411,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.052,0.999,2.006, Average_Montly_Hours:standard 
930,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.051,0.999,2.006, Average_Montly_Hours:standard 
943,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S')",0.053,0.999,2.006, Average_Montly_Hours:standard 
1151,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.095,0.998,2.005, Average_Montly_Hours:standard 
1168,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T')",0.101,0.998,2.005, Average_Montly_Hours:standard 
1157,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'N_WA')",0.096,0.998,2.005, Average_Montly_Hours:standard 
1163,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'N_P')",0.1,0.998,2.005, Average_Montly_Hours:standard 
834,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.051,0.997,2.004, Average_Montly_Hours:standard 
1431,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.054,0.998,2.004, Average_Montly_Hours:standard 
841,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.053,0.997,2.004, Average_Montly_Hours:standard 
847,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S')",0.053,0.997,2.004, Average_Montly_Hours:standard 
1425,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.054,0.998,2.004, Average_Montly_Hours:standard 
827,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.051,0.997,2.004, Average_Montly_Hours:standard 
1119,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S')",0.062,0.997,2.003, Average_Montly_Hours:standard 
896,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL')",0.086,0.997,2.003, Average_Montly_Hours:standard 
891,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'N_P')",0.086,0.997,2.003, Average_Montly_Hours:standard 
1113,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S', 'N_P')",0.061,0.997,2.002, Average_Montly_Hours:standard 
885,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'N_WA')",0.082,0.997,2.002, Average_Montly_Hours:standard 
879,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.082,0.997,2.002, Average_Montly_Hours:standard 
1099,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.059,0.997,2.002, Average_Montly_Hours:standard 
1106,standard_H,"('2_NP', 'Y_L', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.059,0.997,2.002, Average_Montly_Hours:standard 
2580,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.996,2.001, Average_Montly_Hours:standard 
2587,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.051,0.996,2.001, Average_Montly_Hours:standard 
2594,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.053,0.996,2.001, Average_Montly_Hours:standard 
2600,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.053,0.996,2.001, Average_Montly_Hours:standard 
2649,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T')",0.086,0.995,2.0, Average_Montly_Hours:standard 
2644,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.086,0.995,2.0, Average_Montly_Hours:standard 
1025,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_WA')",0.051,0.995,1.999, Average_Montly_Hours:standard 
2638,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.082,0.995,1.999, Average_Montly_Hours:standard 
1480,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T')",0.09,0.995,1.999, Average_Montly_Hours:standard 
1031,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_P')",0.053,0.995,1.999, Average_Montly_Hours:standard 
1036,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S')",0.053,0.995,1.999, Average_Montly_Hours:standard 
2632,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.082,0.995,1.999, Average_Montly_Hours:standard 
1475,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', '3_T', 'N_P')",0.089,0.995,1.998, Average_Montly_Hours:standard 
1019,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.051,0.995,1.998, Average_Montly_Hours:standard 
1077,standard_H,"('2_NP', 'Y_L', 'insufficient_LE')",0.087,0.992,1.994, Average_Montly_Hours:standard 
1073,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'N_P')",0.086,0.992,1.994, Average_Montly_Hours:standard 
1249,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'N_P')",0.101,0.992,1.993, Average_Montly_Hours:standard 
1068,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'N_WA')",0.083,0.992,1.993, Average_Montly_Hours:standard 
1063,standard_H,"('2_NP', 'Y_L', 'insufficient_LE', 'N_WA', 'N_P')",0.082,0.992,1.993, Average_Montly_Hours:standard 
1244,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'N_WA')",0.097,0.992,1.993, Average_Montly_Hours:standard 
1253,standard_H,"('2_NP', 'Y_L', 'medium_SL')",0.102,0.992,1.993, Average_Montly_Hours:standard 
1239,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'N_WA', 'N_P')",0.096,0.992,1.992, Average_Montly_Hours:standard 
1636,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA')",0.086,0.992,1.992, Average_Montly_Hours:standard 
1631,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.086,0.992,1.992, Average_Montly_Hours:standard 
1587,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.052,0.991,1.991, Average_Montly_Hours:standard 
1333,standard_H,"('2_NP', 'Y_L', '3_T')",0.101,0.991,1.991, Average_Montly_Hours:standard 
1593,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.052,0.991,1.991, Average_Montly_Hours:standard 
1329,standard_H,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.991,1.99, Average_Montly_Hours:standard 
1324,standard_H,"('2_NP', 'Y_L', '3_T', 'N_WA')",0.096,0.99,1.99, Average_Montly_Hours:standard 
1207,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'low_S', 'N_P')",0.062,0.99,1.99, Average_Montly_Hours:standard 
1212,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'low_S')",0.063,0.991,1.99, Average_Montly_Hours:standard 
1319,standard_H,"('2_NP', 'Y_L', '3_T', 'N_WA', 'N_P')",0.095,0.99,1.99, Average_Montly_Hours:standard 
1201,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'low_S', 'N_WA')",0.06,0.99,1.989, Average_Montly_Hours:standard 
1195,standard_H,"('2_NP', 'Y_L', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.059,0.99,1.989, Average_Montly_Hours:standard 
1604,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S')",0.055,0.989,1.987, Average_Montly_Hours:standard 
1599,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.055,0.989,1.987, Average_Montly_Hours:standard 
1287,standard_H,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_P')",0.061,0.988,1.985, Average_Montly_Hours:standard 
1292,standard_H,"('2_NP', 'Y_L', '3_T', 'low_S')",0.062,0.988,1.985, Average_Montly_Hours:standard 
2978,standard_H,"('Y_L', 'medium_SL', '3_T', 'N_P')",0.1,0.988,1.984, Average_Montly_Hours:standard 
2982,standard_H,"('Y_L', 'medium_SL', '3_T')",0.101,0.988,1.984, Average_Montly_Hours:standard 
1645,standard_H,"('2_NP', 'insufficient_LE', '3_T')",0.091,0.988,1.984, Average_Montly_Hours:standard 
1641,standard_H,"('2_NP', 'insufficient_LE', '3_T', 'N_P')",0.09,0.988,1.984, Average_Montly_Hours:standard 
1281,standard_H,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA')",0.059,0.988,1.984, Average_Montly_Hours:standard 
1513,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.053,0.988,1.984, Average_Montly_Hours:standard 
1275,standard_H,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA', 'N_P')",0.059,0.988,1.984, Average_Montly_Hours:standard 
1507,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.053,0.988,1.984, Average_Montly_Hours:standard 
2968,standard_H,"('Y_L', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.096,0.987,1.983, Average_Montly_Hours:standard 
2973,standard_H,"('Y_L', 'medium_SL', '3_T', 'N_WA')",0.096,0.987,1.983, Average_Montly_Hours:standard 
1556,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.088,0.986,1.981, Average_Montly_Hours:standard 
1551,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.088,0.986,1.98, Average_Montly_Hours:standard 
2941,standard_H,"('Y_L', 'medium_SL', '3_T', 'low_S')",0.062,0.985,1.979, Average_Montly_Hours:standard 
2936,standard_H,"('Y_L', 'medium_SL', '3_T', 'low_S', 'N_P')",0.062,0.985,1.979, Average_Montly_Hours:standard 
2688,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.053,0.985,1.979, Average_Montly_Hours:standard 
2693,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S')",0.054,0.985,1.979, Average_Montly_Hours:standard 
2930,standard_H,"('Y_L', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.059,0.985,1.978, Average_Montly_Hours:standard 
2682,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA')",0.051,0.985,1.978, Average_Montly_Hours:standard 
2924,standard_H,"('Y_L', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.059,0.984,1.978, Average_Montly_Hours:standard 
2676,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'low_S', 'N_WA', 'N_P')",0.051,0.985,1.978, Average_Montly_Hours:standard 
1524,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S')",0.056,0.985,1.978, Average_Montly_Hours:standard 
1519,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'low_S', 'N_P')",0.055,0.985,1.978, Average_Montly_Hours:standard 
2810,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'N_P')",0.086,0.984,1.977, Average_Montly_Hours:standard 
2814,standard_H,"('Y_L', 'insufficient_LE', '3_T')",0.087,0.984,1.977, Average_Montly_Hours:standard 
2805,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'N_WA')",0.083,0.983,1.976, Average_Montly_Hours:standard 
175,intensive_H,"('low_SL', '4_T', 'Y_L', 'N_WA')",0.051,0.992,1.976, Average_Montly_Hours:intensive 
170,intensive_H,"('low_SL', '4_T', 'Y_L', 'N_WA', 'N_P')",0.051,0.992,1.976, Average_Montly_Hours:intensive 
132,intensive_H,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'N_WA')",0.051,0.992,1.976, Average_Montly_Hours:intensive 
126,intensive_H,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'N_WA', 'N_P')",0.051,0.992,1.976, Average_Montly_Hours:intensive 
3154,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.054,0.983,1.975, Average_Montly_Hours:standard 
2800,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.082,0.983,1.975, Average_Montly_Hours:standard 
3148,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.053,0.983,1.974, Average_Montly_Hours:standard 
3165,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.057,0.982,1.972, Average_Montly_Hours:standard 
1561,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.092,0.982,1.972, Average_Montly_Hours:standard 
1565,standard_H,"('2_NP', 'insufficient_LE', 'medium_SL')",0.093,0.982,1.972, Average_Montly_Hours:standard 
3160,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.057,0.982,1.972, Average_Montly_Hours:standard 
2734,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL')",0.087,0.981,1.971, Average_Montly_Hours:standard 
1729,standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.062,0.981,1.971, Average_Montly_Hours:standard 
1723,standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.062,0.981,1.971, Average_Montly_Hours:standard 
2730,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'N_P')",0.087,0.981,1.971, Average_Montly_Hours:standard 
2725,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'N_WA')",0.083,0.98,1.97, Average_Montly_Hours:standard 
184,intensive_H,"('low_SL', '4_T', 'Y_L')",0.054,0.989,1.969, Average_Montly_Hours:intensive 
180,intensive_H,"('low_SL', '4_T', 'Y_L', 'N_P')",0.054,0.989,1.969, Average_Montly_Hours:intensive 
2720,standard_H,"('Y_L', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.083,0.98,1.969, Average_Montly_Hours:standard 
138,intensive_H,"('low_SL', '4_T', 'Y_L', 'insufficient_LE', 'N_P')",0.054,0.989,1.969, Average_Montly_Hours:intensive 
143,intensive_H,"('low_SL', '4_T', 'Y_L', 'insufficient_LE')",0.054,0.989,1.969, Average_Montly_Hours:intensive 
1398,standard_H,"('2_NP', 'Y_L')",0.102,0.98,1.968, Average_Montly_Hours:standard 
1395,standard_H,"('2_NP', 'Y_L', 'N_P')",0.102,0.979,1.968, Average_Montly_Hours:standard 
1735,standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.065,0.979,1.967, Average_Montly_Hours:standard 
1740,standard_H,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.066,0.979,1.967, Average_Montly_Hours:standard 
3192,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.09,0.979,1.967, Average_Montly_Hours:standard 
2773,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'low_S')",0.053,0.979,1.967, Average_Montly_Hours:standard 
2768,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.053,0.979,1.967, Average_Montly_Hours:standard 
3197,standard_H,"('insufficient_LE', 'medium_SL', '3_T', 'N_WA')",0.091,0.979,1.967, Average_Montly_Hours:standard 
1387,standard_H,"('2_NP', 'Y_L', 'N_WA', 'N_P')",0.097,0.978,1.966, Average_Montly_Hours:standard 
1391,standard_H,"('2_NP', 'Y_L', 'N_WA')",0.097,0.979,1.966, Average_Montly_Hours:standard 
2762,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.051,0.978,1.965, Average_Montly_Hours:standard 
2756,standard_H,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.051,0.978,1.965, Average_Montly_Hours:standard 
